flight_date,origin_state,phase_of_flight,wildlife_size,wildlife_species,time_of_day,cost_other,cost_repair,cost_total,speed_ias_in_knots
1990-10-12,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
1990-10-12,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
1990-10-12,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
1990-10-12,Hawaii,Take-off run,Small,Pacific golden-plover,Night,0,0,0,120.0
1990-10-13,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100.0
1990-10-13,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,210.0
1990-10-14,Massachusetts,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1990-10-15,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,190.0
1990-10-15,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120.0
1990-10-15,Maryland,Descent,Medium,Unknown bird - medium,Night,0,0,0,230.0
1990-10-15,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,0,0,0.0
1990-10-17,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1990-10-18,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,140.0
1990-10-18,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,180.0
1990-10-18,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
1990-10-18,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,210.0
1990-10-19,North Carolina,Climb,Medium,Unknown bird - medium,Night,0,0,0,146.0
1990-10-19,California,Climb,Small,Unknown bird - small,Night,0,0,0,200.0
1990-10-20,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,125.0
1990-10-21,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
1990-10-21,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,150.0
1990-10-22,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,140.0
1990-10-22,North Carolina,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,140.0
1990-10-22,Georgia,Approach,Medium,Unknown bird - medium,Day,0,0,0,133.0
1990-10-22,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
1990-10-22,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
1990-10-22,Michigan,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
1990-10-22,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
1990-10-23,Kentucky,Descent,Large,Unknown bird - large,Night,0,0,0,250.0
1990-10-23,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,145.0
1990-10-23,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1990-10-24,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,160.0
1990-10-24,Hawaii,Landing Roll,Medium,Unknown bird or bat,Day,0,0,0,0.0
1990-10-24,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1990-10-24,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1990-10-24,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1990-10-24,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,127.0
1990-10-24,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,220.0
1990-10-24,New Jersey,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
1990-10-24,New Jersey,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,140.0
1990-10-24,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
1990-10-24,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
1990-10-24,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1990-10-25,DC,Approach,Large,Unknown bird - large,Day,0,0,0,120.0
1990-10-25,DC,Approach,Large,Canada goose,Day,0,0,0,120.0
1990-10-25,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,30.0
1990-10-25,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1990-10-25,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1990-10-25,New Jersey,Descent,Medium,Unknown bird - medium,Night,0,0,0,185.0
1990-10-25,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1990-10-26,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,125.0
1990-10-26,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1990-10-27,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,0.0
1990-10-27,Nebraska,Descent,Medium,Unknown bird - medium,Night,0,0,0,230.0
1990-10-28,South Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,245.0
1990-10-29,New York,Descent,Medium,Unknown bird - medium,Night,0,136109,136109,140.0
1990-10-30,Massachusetts,Approach,Small,Mourning dove,Day,0,0,0,140.0
1990-10-31,New Jersey,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1990-10-31,Louisiana,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,150.0
1990-10-31,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1990-11-01,DC,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
1990-11-02,Oregon,Approach,Large,Unknown bird - large,Dusk,17394,1739,19133,175.0
1990-11-02,California,Climb,Small,Unknown bird - small,Dawn,0,0,0,150.0
1990-11-02,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,145.0
1990-11-03,California,Climb,Small,Rock pigeon,Day,0,0,0,140.0
1990-11-04,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
1990-11-04,Florida,Climb,Small,European starling,Day,0,0,0,125.0
1990-11-04,Massachusetts,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1990-11-05,Maryland,Climb,Small,Mourning dove,Day,0,0,0,140.0
1990-11-05,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,230.0
1990-11-06,New York,Take-off run,Medium,Herring gull,Day,0,0,0,140.0
1990-11-06,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
1990-11-06,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
1990-11-06,DC,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0
1990-11-07,Missouri,Approach,Large,Canada goose,Night,0,0,0,210.0
1990-11-07,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,783,783,160.0
1990-11-07,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1990-11-08,New Jersey,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1990-11-08,New York,Approach,Medium,Unknown bird - medium,Night,0,780010,780010,140.0
1990-11-08,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,230.0
1990-11-08,New York,Approach,Small,Unknown bird - small,Night,0,0,0,210.0
1990-11-09,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1990-11-09,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,145.0
1990-11-09,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,152.0
1990-11-09,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1990-11-10,Tennessee,Climb,Small,European starling,Day,0,0,0,150.0
1990-11-10,Georgia,Take-off run,Small,Rock pigeon,Dusk,0,0,0,103.0
1990-11-11,North Carolina,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
1990-11-11,Georgia,Approach,Small,Blackbirds,Dusk,0,0,0,140.0
1990-11-12,Pennsylvania,Approach,Large,Unknown bird - large,Night,0,0,0,190.0
1990-11-12,Illinois,Approach,Large,Canada goose,Night,0,0,0,180.0
1990-11-12,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1990-11-13,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
1990-11-14,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130.0
1990-11-16,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100.0
1990-11-16,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,240.0
1990-11-17,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
1990-11-18,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1990-11-19,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,16916,16916,260.0
1990-11-19,New Jersey,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,140.0
1990-11-21,California,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1990-11-24,New York,Approach,Small,European starling,Day,0,0,0,130.0
1990-11-26,Indiana,Climb,Small,Mourning dove,Day,0,0,0,180.0
1990-11-26,New York,Take-off run,Small,Unknown bird - small,Day,0,0,0,125.0
1990-11-27,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1990-11-27,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0
1990-11-27,Massachusetts,Take-off run,Small,Rock pigeon,Day,0,0,0,135.0
1990-11-28,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1990-11-30,Louisiana,Climb,Small,Cattle egret,Day,0,67435,67435,175.0
1990-12-03,Tennessee,Approach,Large,Unknown bird - large,Night,0,0,0,140.0
1990-12-03,Missouri,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,130.0
1990-12-03,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,145.0
1990-12-03,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,128.0
1990-12-04,DC,Climb,Small,Unknown bird - small,Dawn,0,0,0,180.0
1990-12-04,California,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1990-12-05,Ohio,Approach,Small,European starling,Day,0,0,0,140.0
1990-12-08,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1990-12-09,Oklahoma,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1990-12-11,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1990-12-11,Massachusetts,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,140.0
1990-12-13,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
1990-12-17,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1990-12-17,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1990-12-20,Kentucky,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
1990-12-20,Texas,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,110.0
1990-12-20,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
1990-12-21,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
1990-12-22,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80.0
1990-12-23,Louisiana,Climb,Medium,Ring-billed gull,Dawn,0,0,0,140.0
1990-12-24,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,230.0
1991-01-01,New York,Take-off run,Medium,Ring-billed gull,Day,0,0,0,140.0
1991-01-02,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1991-01-04,Nebraska,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
1991-01-05,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
1991-01-06,New York,Approach,Large,Canada goose,Night,0,0,0,130.0
1991-01-06,New York,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,130.0
1991-01-07,Pennsylvania,Landing Roll,Large,Great blue heron,Day,0,0,0,120.0
1991-01-09,Pennsylvania,Approach,Large,Unknown bird - large,Day,0,0,0,100.0
1991-01-14,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
1991-01-16,Maryland,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,140.0
1991-01-19,New York,Take-off run,Medium,Herring gull,Day,0,0,0,110.0
1991-01-21,Louisiana,Climb,Medium,Unknown bird - medium,Night,0,0,0,150.0
1991-01-22,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,359,359,155.0
1991-01-23,Texas,Approach,Small,European starling,Day,0,0,0,135.0
1991-01-23,Texas,Approach,Small,European starling,Day,0,0,0,140.0
1991-01-24,DC,Approach,Small,European starling,Day,0,0,0,110.0
1991-01-25,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1991-01-31,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
1991-01-31,DC,Landing Roll,Small,Rock pigeon,Day,0,0,0,85.0
1991-02-05,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0
1991-02-05,California,Approach,Small,Unknown bird - small,Dusk,0,0,0,120.0
1991-02-07,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,150.0
1991-02-11,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
1991-02-19,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,145.0
1991-02-22,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
1991-02-22,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
1991-02-23,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210.0
1991-02-24,California,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,130.0
1991-02-24,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,250.0
1991-02-26,Illinois,Approach,Small,Rock pigeon,Day,0,0,0,140.0
1991-02-28,Pennsylvania,Approach,Large,Unknown bird - large,Night,0,0,0,140.0
1991-02-28,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
1991-03-03,New York,Approach,Medium,Herring gull,Day,0,0,0,140.0
1991-03-05,Indiana,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,135.0
1991-03-05,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,180.0
1991-03-06,New Jersey,Climb,Medium,Herring gull,Day,0,0,0,150.0
1991-03-06,New Jersey,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1991-03-07,Hawaii,Take-off run,Small,Zebra dove,Day,0,0,0,117.0
1991-03-08,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,210.0
1991-03-12,Louisiana,Descent,Large,Unknown bird - large,Day,0,0,0,280.0
1991-03-13,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100.0
1991-03-16,Ohio,Climb,Medium,Unknown bird - medium,Day,0,0,0,320.0
1991-03-18,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1991-03-18,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
1991-03-19,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
1991-03-19,California,Approach,Small,American robin,Day,0,0,0,150.0
1991-03-19,Washington,Take-off run,Small,Barn owl,Night,0,0,0,120.0
1991-03-20,North Carolina,Approach,Large,Canada goose,Night,0,0,0,90.0
1991-03-20,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,85,85,170.0
1991-03-20,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1991-03-21,Pennsylvania,Approach,Large,Canada goose,Day,0,0,0,110.0
1991-03-22,Texas,Climb,Small,Mourning dove,Day,0,0,0,155.0
1991-03-23,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,130.0
1991-03-24,Maryland,Climb,Medium,Unknown bird - medium,Night,0,0,0,90.0
1991-03-25,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,45.0
1991-03-25,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1991-03-26,North Carolina,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,160.0
1991-03-28,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,200.0
1991-03-28,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,160.0
1991-03-29,Illinois,Descent,Medium,Unknown bird - medium,Night,0,0,0,290.0
1991-03-29,Florida,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,140.0
1991-03-29,Texas,Climb,Small,Rock pigeon,Day,0,0,0,180.0
1991-03-31,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1991-04-04,California,Approach,Small,Unknown bird - small,Night,0,0,0,147.0
1991-04-06,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,125.0
1991-04-07,Maryland,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,110.0
1991-04-07,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1991-04-07,California,Climb,Small,Unknown bird - small,Day,0,0,0,130.0
1991-04-08,Louisiana,Climb,Medium,Unknown bird or bat,Dusk,0,0,0,130.0
1991-04-08,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,240.0
1991-04-09,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,200.0
1991-04-09,Tennessee,Take-off run,Small,American robin,Day,0,0,0,120.0
1991-04-10,Texas,Climb,Medium,Unknown bird - medium,Dusk,0,111815,111815,140.0
1991-04-12,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1991-04-15,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140.0
1991-04-15,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1991-04-15,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1991-04-16,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
1991-04-17,Illinois,Climb,Large,Canada goose,Day,0,0,0,145.0
1991-04-17,DC,Climb,Medium,Ring-billed gull,Day,0,0,0,150.0
1991-04-17,DC,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1991-04-17,Illinois,Approach,Medium,Unknown bird - medium,Night,0,3388,3388,240.0
1991-04-17,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,180.0
1991-04-18,Louisiana,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,140.0
1991-04-18,California,Approach,Small,European starling,Day,0,0,0,100.0
1991-04-19,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,120.0
1991-04-21,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1991-04-22,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1991-04-23,Texas,Landing Roll,Small,American robin,Night,0,0,0,140.0
1991-04-24,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,155.0
1991-04-24,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,160.0
1991-04-24,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
1991-04-25,Missouri,Landing Roll,Small,American robin,Day,0,0,0,140.0
1991-04-25,Tennessee,Take-off run,Small,American robin,Day,0,0,0,125.0
1991-04-25,Georgia,Approach,Small,European starling,Dusk,0,0,0,130.0
1991-04-28,Indiana,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
1991-04-28,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,200.0
1991-05-01,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1991-05-01,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
1991-05-02,Louisiana,Approach,Small,Cattle egret,Night,0,0,0,0.0
1991-05-02,California,Landing Roll,Small,Rock pigeon,Night,0,0,0,100.0
1991-05-03,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0
1991-05-03,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,115.0
1991-05-03,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,131.0
1991-05-03,Maryland,Landing Roll,Small,European starling,Day,0,0,0,140.0
1991-05-04,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,180.0
1991-05-04,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120.0
1991-05-04,DC,Climb,Small,Unknown bird - small,Day,0,0,0,139.0
1991-05-05,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,220.0
1991-05-05,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110.0
1991-05-06,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0
1991-05-06,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,180.0
1991-05-06,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,130.0
1991-05-07,New York,Take-off run,Medium,Unknown bird - medium,Day,67767,271066,338833,80.0
1991-05-07,Oklahoma,Approach,Medium,Unknown bird - medium,Day,0,0,0,160.0
1991-05-07,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1991-05-07,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,160.0
1991-05-07,Texas,Landing Roll,Small,Killdeer,Day,0,0,0,90.0
1991-05-08,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,200.0
1991-05-08,Louisiana,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,150.0
1991-05-09,Massachusetts,Approach,Large,Unknown bird - large,Night,0,0,0,160.0
1991-05-09,Florida,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1991-05-09,New York,Landing Roll,Medium,Herring gull,Day,0,0,0,140.0
1991-05-09,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1991-05-09,DC,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
1991-05-10,Massachusetts,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
1991-05-10,Texas,Approach,Small,European starling,Day,0,0,0,145.0
1991-05-10,Georgia,Approach,Small,Unknown bird - small,Dusk,0,0,0,130.0
1991-05-11,Minnesota,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
1991-05-11,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
1991-05-12,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,160.0
1991-05-12,Arizona,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
1991-05-12,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1991-05-13,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,135.0
1991-05-13,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
1991-05-14,Louisiana,Approach,Large,Turkey vulture,Day,0,160764,160764,140.0
1991-05-14,Ohio,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,128.0
1991-05-15,New Jersey,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,170.0
1991-05-15,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1991-05-15,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,170.0
1991-05-15,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110.0
1991-05-16,Oregon,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
1991-05-17,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
1991-05-18,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
1991-05-19,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
1991-05-19,Michigan,Climb,Small,Unknown bird - small,Day,0,0,0,230.0
1991-05-19,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,128.0
1991-05-19,DC,Landing Roll,Small,European starling,Day,0,0,0,140.0
1991-05-20,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,116.0
1991-05-20,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,180.0
1991-05-20,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
1991-05-22,Louisiana,Take-off run,Medium,Unknown bird or bat,Dawn,0,2711,2711,0.0
1991-05-22,New York,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1991-05-22,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
1991-05-27,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,110.0
1991-05-29,DC,Take-off run,Small,Mourning dove,Day,0,0,0,55.0
1991-05-29,Texas,Take-off run,Small,American robin,Day,0,0,0,150.0
1991-05-29,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,210.0
1991-05-31,Pennsylvania,Approach,Small,European starling,Day,0,0,0,140.0
